name,domain
SPAD arrays as retinal prosthesis,www.prova.com
"CLARE: A Real-Time, Safe, and Secure Software Stack for Artificially-intelligent Cyber-Physical Systems",www.prova.com
WiseSensing: autonomous wireless sensor for structural health monitoring of wind turbine blades,www.prova.com
Advanced resonator biosensor for circulating brain-pathology biomarkers detection (BRAIKER),www.prova.com
Remo – Digital Rehab Assistant,www.prova.com
PuRE-FIL antiPathogen REusable air FILter ,www.prova.com
PCC – Plasma Coagulation Controller,www.prova.com
RoamChain,www.prova.com
FogAtlas - Driving applications through the Fog,www.prova.com
A portable and cyber-attack free True Random Number Generator,www.prova.com
RedCRAB,www.prova.com
SAMS: Smart Anticounterfeiting Multi-Levels Solutions ,www.prova.com
Advanced multifunctional composite bone cements,www.prova.com
MindShield - Next Generation Socially Responsible  User Generated Content Moderation System,www.prova.com
MUltimodal detector for BReast cancer diagnosis and follow up,www.prova.com
CarbonCanaries,www.prova.com
AEQUIP,www.prova.com
The MoonWEC,www.prova.com
Light-Heart,www.prova.com
CYCLOTECH-TD,www.prova.com
SmartRad,www.prova.com
FastSinter,www.prova.com
RAPID 3 (Real-time Active PIxel Dosimeter 3) ,www.prova.com
Relicta - innovation of packaging,www.prova.com
Secure quantum random number generation from quantum processes,www.prova.com
SASKI,www.prova.com
VRVentus,www.prova.com
HU-MOVE,www.prova.com
H2O-E HV Connector,www.prova.com
Genoa Instruments,www.prova.com
ICECALL: a multifunctional tool for emergency calls management,www.prova.com
RETICLE - Wear resistant die - casting dies via laser texturing,www.prova.com
"RaFrBio, a glucose RF biosensor",www.prova.com
RECODE: Rapid Evaluation of upper respiratory circulation based on COmputed tomography and DEep learning,www.prova.com
Bioresorbable Multifunctional fIber device for Theranostics (B-MIT),www.prova.com
Training Box,www.prova.com
Febe,www.prova.com
CarbonCanaries,www.prova.com
"A biodegradable drug-release device to reduce the frequent intraocular injections to one only access in hospital. Mag Shell: when you need, everywhere.",www.prova.com
VSIPMT,www.prova.com
Atmosmart,www.prova.com
Asfer,www.prova.com
Aurea,www.prova.com
Aurora,www.prova.com
Electrospider,www.prova.com
Ishtar,www.prova.com
Potdr,www.prova.com
Wrapp-Up,www.prova.com
Alleantia,www.prova.com
Codemotion,www.prova.com
Virtual Immersions in Science (VIS),www.prova.com
Entando,www.prova.com
Exept,www.prova.com
FI.FF,www.prova.com
Inparadise,www.prova.com
Leaf Space,www.prova.com
iRIP,www.prova.com
FrescoFrigo,www.prova.com
Greenrail,www.prova.com
1ClickFashion ,www.prova.com
Progetto_Canapa medica,www.prova.com
La Vetri,www.prova.com
Onedigit,www.prova.com
Urciuolo Vini,www.prova.com
Frameblok,www.prova.com
Miacar,www.prova.com
Network Intelligence,www.prova.com
Predixit ,www.prova.com
Progetto_odori,www.prova.com
TecnoQuadro,www.prova.com
Backtowork24 ,www.prova.com
Veranu,www.prova.com
Airmobility ,www.prova.com
Virtuoso,www.prova.com
Xnext,www.prova.com
Helbiz,www.prova.com
Pop-Eye Studio,www.prova.com
MATT MORO,www.prova.com
SikeliUP,www.prova.com
Zingales,www.prova.com
3DNextech,www.prova.com
Tulipsmarket,www.prova.com
Stamp,www.prova.com
Breldo,www.prova.com
Progetto Erp,www.prova.com
Assidigital,www.prova.com
Lucky Garage,www.prova.com
Cryptolab Technologies,www.prova.com
Sharengo,www.prova.com
OaCP,www.prova.com
Greater Fool Media,www.prova.com
Progetto_Laura Gialanella,www.prova.com
Pjt Epipoli,www.prova.com
Presto Food,www.prova.com
ONGIGZ,www.prova.com
Adcuratio,www.prova.com
Vaica,www.prova.com
Barang Loteng,www.prova.com
Casa Musicale Brusegan,www.prova.com
Misenum,www.prova.com
LAB Lavanolo,www.prova.com
Progetto_Domenico Altavilla,www.prova.com
Dragonfly,www.prova.com
Worth Wearing,www.prova.com
Progetto_Pneumatici,www.prova.com
Automix,www.prova.com
Inforeground,www.prova.com
WeTaxi,www.prova.com
Colibri,www.prova.com
BookingSpread,www.prova.com
Progetto_Seno,www.prova.com
streaMED.ai,www.prova.com
WonderGene,www.prova.com
EP4,www.prova.com
Relocabroad,www.prova.com
AICube,www.prova.com
Progetto_Brusconi Alfredo,www.prova.com
Sixth Sense2,www.prova.com
Bank Notes,www.prova.com
Ouvert,www.prova.com
HENSHIN,www.prova.com
Myntech ,www.prova.com
MoMoTe,www.prova.com
IAS,www.prova.com
CellDynamics,www.prova.com
Hooro,www.prova.com
MetaFyre,www.prova.com
Luxochain ,www.prova.com
Soccerment,www.prova.com
Matepool,www.prova.com
MAXFONE ,www.prova.com
 SublimArt,www.prova.com
StarTeam,www.prova.com
Progetto_Proscopio Gianluca,www.prova.com
YOUNOM ,www.prova.com
ITALEX,www.prova.com
MORE4MOVE,www.prova.com
Neuroab,www.prova.com
Vincix,www.prova.com
Tripoffering ,www.prova.com
POC_ACCINELLI,www.prova.com
POC_ALBERTINI,www.prova.com
POC_ARCHETTI,www.prova.com
POC_BARBARA,www.prova.com
POC_BARTOLOMEI,www.prova.com
POC_BIANCHINI,www.prova.com
POC_BIONDI,www.prova.com
POC_BONFIGLIOLI,www.prova.com
POC_CALZA',www.prova.com
POC_CAMPARI,www.prova.com
POC_CAVANI,www.prova.com
POC_CERONI,www.prova.com
POC_CIANI,www.prova.com
POC_CORAZZA,www.prova.com
POC_COSTANZO,www.prova.com
POC_CRISTOFOLINI,www.prova.com
POC_DARDARI,www.prova.com
POC_DEMARCHI,www.prova.com
POC_DIFRANCESCO,www.prova.com
POC_DOGHIERI,www.prova.com
POC_FABBRI,www.prova.com
POC_FERRACIN,www.prova.com
POC_FRABONI,www.prova.com
POC_GIACINTIBASCHETTI,www.prova.com
POC_GRANDI,www.prova.com
POC_GREPPI,www.prova.com
POC_GUIDORZI,www.prova.com
POC_LAURIOLA,www.prova.com
POC_MARCELLI,www.prova.com
POC_MAROTTI,www.prova.com
POC_MARTINEZ,www.prova.com
POC_MORANDI,www.prova.com
POC_NERETTI,www.prova.com
POC_PARPINELLO,www.prova.com
POC_RAPINO,www.prova.com
POC_RICCI,www.prova.com
POC_ROSSI,www.prova.com
POC_SAMORI',www.prova.com
POC_SCAVETTA,www.prova.com
POC_TONNI,www.prova.com
POC_VALENTE,www.prova.com
Mille sole,www.prova.com
Startef,www.prova.com
Two Hundred ,www.prova.com
Ciao Natura,www.prova.com
GlassUp3,www.prova.com
VOOVIO,www.prova.com
Italicoon,www.prova.com
Nustox  ,www.prova.com
Great Product,www.prova.com
Progetto_Consulstaff,www.prova.com
Progetto_Carlo Riva,www.prova.com
2Hire,www.prova.com
BagBnb,www.prova.com
Vola in Alto,www.prova.com
Kyme NanoImaging,www.prova.com
Tnet,www.prova.com
Overout,www.prova.com
Cosaporto.it,www.prova.com
Progetto_Liborio Di Bartolomeo ,www.prova.com
Verado,www.prova.com
 The Lepovic Company,www.prova.com
Salvia,www.prova.com
IONEXA,www.prova.com
E-GAP,www.prova.com
Bringme (JoJob),www.prova.com
Music Chains,www.prova.com
ReStore,www.prova.com
Fedemar,www.prova.com
OneWedge,www.prova.com
Mind the Gum,www.prova.com
Boxengo,www.prova.com
Right Food,www.prova.com
Bellerofonte,www.prova.com
Blowhammer,www.prova.com
A+ energy,www.prova.com
Progetto_Bilotta,www.prova.com
Wallfarm ,www.prova.com
MAT3D New Material,www.prova.com
Kiratech,www.prova.com
Progetto_Giuberchio,www.prova.com
Project HOME,www.prova.com
Progetto Fogazza,www.prova.com
Aircnc,www.prova.com
Aevum,www.prova.com
Massimo La Porta,www.prova.com
Manet Mobile,www.prova.com
Progetto Mauro Patrini,www.prova.com
Ludwig,www.prova.com
Sea-God Eurocoin ,www.prova.com
WeTipp,www.prova.com
coMwork,www.prova.com
MyPartMeccanica,www.prova.com
Barròco,www.prova.com
Glaboor,www.prova.com
Glauk,www.prova.com
Pigro,www.prova.com
Liscos,www.prova.com
Global Biomedical Service,www.prova.com
World Of Orthopaedics,www.prova.com
Tuscan Tech,www.prova.com
COMAG ,www.prova.com
SecurSafe,www.prova.com
Bioinnova Laboratori,www.prova.com
Concordia,www.prova.com
Verdemente ,www.prova.com
Noiz,www.prova.com
PlasticFinder,www.prova.com
Brandorbi,www.prova.com
MadHouse&Co.,www.prova.com
Banca IDEA,www.prova.com
Progetto_Brunetto,www.prova.com
Orbitare,www.prova.com
Progetto_Lavorini,www.prova.com
CarPlanner,www.prova.com
Igenya,www.prova.com
Shampora,www.prova.com
eezylife,www.prova.com
Roboze,www.prova.com
MDM Team,www.prova.com
Ernesto,www.prova.com
Futurland,www.prova.com
Hook,www.prova.com
Mymenu,www.prova.com
WebDomotica,www.prova.com
S&V Limited,www.prova.com
Melligo,www.prova.com
Fly Tecnology Corporation,www.prova.com
Test1,www.prova.com
Moozicore,www.prova.com
MDPtech,www.prova.com
AEGLE WEB ADVISORY,www.prova.com
Antica torrefazione,www.prova.com
Progetto_Tamburrano,www.prova.com
Progetto Monetini,www.prova.com
Friendly score,www.prova.com
FlyMove,www.prova.com
Gialle&Co,www.prova.com
GRAMPiT,www.prova.com
Poleecy,www.prova.com
Progetto_Carluccio,www.prova.com
Progetto_Picano,www.prova.com
Trendd,www.prova.com
Execus,www.prova.com
CryptoFintech,www.prova.com
Passa&prendi,www.prova.com
SMART BAD,www.prova.com
Animal doctor,www.prova.com
Afrodite Resort,www.prova.com
Special Tools,www.prova.com
Scaglionibikes,www.prova.com
Reset,www.prova.com
New edil,www.prova.com
Hexagro,www.prova.com
Dataware,www.prova.com
D&D GROUP,www.prova.com
Brevetto_Alberto Romano,www.prova.com
Aster,www.prova.com
Tesla Medical,www.prova.com
Edgar,www.prova.com
ATS,www.prova.com
PREBIOMICS,www.prova.com
Progetto_Autoscuola Baglieri,www.prova.com
Progetto_cardiovascolare,www.prova.com
Docunque,www.prova.com
CercaOfficina.it,www.prova.com
Coverholder,www.prova.com
PLAYJOB,www.prova.com
C1p8,www.prova.com
BT Innovachem,www.prova.com
BioScience Genomics,www.prova.com
WatAJet,www.prova.com
UserBot,www.prova.com
UBT,www.prova.com
Technosens,www.prova.com
Springa,www.prova.com
Salugene,www.prova.com
Resvalue,www.prova.com
Rejoint,www.prova.com
