name,domain
Pipeline,www.prova.com
Phlay project,www.prova.com
GlassUp2,www.prova.com
Jungle ,www.prova.com
 Doctor Hail,www.prova.com
Flowtech,www.prova.com
Weedster,www.prova.com
Sweetguest,www.prova.com
Two Italian Boys,www.prova.com
Cerealfit,www.prova.com
Ultra-Performing Photovoltaic Modules using an Innovative Retrofitting,www.prova.com
GEMMA – Green and Eco-sustainable Materials MAnagement,www.prova.com
GEDY TRASS - Gear Dynamics Transmission Analysis,www.prova.com
"RF-MEMS: a Technology Enabler for IoT, Manufacturing 4.0 and Aerospace Applications",www.prova.com
Development of bioadsorbable Mg-alloy implants coated with Plasma Electrolytic Oxidation Process,www.prova.com
Direct laser writing of textile fibers to selectively induce electrical conductivity,www.prova.com
Mandibular motion monitoring and rehabilitation by low cost kinesiography,www.prova.com
Enhanced microforming by means of Electroplastic Effect,www.prova.com
"U-CARE, Medical device for Urine Output monitoring for prediction of Acute Kidney Injury",www.prova.com
DARK PLASTIC SELECTOR,www.prova.com
Direct Online Water Sensor for the Environment - DOWSE,www.prova.com
RETHInK - New generation bonded Rare Earth magneTs recycled from Hard dIsKs,www.prova.com
ForMICA-For Managing Information & Connecting Archives,www.prova.com
Design and construction of a new generation of Separation Machines,www.prova.com
Design and construction of HAP: an automatic Harvester for Apples and Pears,www.prova.com
Venous Pulse Wave Velocity,www.prova.com
Audio Rehab Kit for Blind Children ,www.prova.com
MINdSWAP (Morphing wINg calculation-Software for Wind-energy APplication) ,www.prova.com
INNOVATIVE PRODUCTION PROCESS FOR SOLID COMPOSITE PROPELLANT MANUFACTURING BASED ON DEPOSITION AND NEW POLIMERIZATION PROCEDURE,www.prova.com
SynDiag - AI for augmented Ultrasounds,www.prova.com
Innovative surface treatments for injection molds,www.prova.com
Development of indoor/outdoor smart devices for the improvement of people's safety in ordinary and emergency conditions,www.prova.com
MACLOC – IOT for rehabilitation and training in sport climbing,www.prova.com
Merlino - the caretaker ,www.prova.com
EndoRo: Endoscopic Robotics,www.prova.com
Closed - Loop Control of the Injected Mass in Modern Common Rail Diesel Engines,www.prova.com
SEM (Speech and Sound SEMaphore) - The system that makes noise light ,www.prova.com
Amed,www.prova.com
Lingue Migranti,www.prova.com
Saleshub,www.prova.com
Progetto Birreria,www.prova.com
Tralcio,www.prova.com
Radoff,www.prova.com
Progetto_Sabbatella,www.prova.com
Easy Eat ,www.prova.com
RI_CREA,www.prova.com
Checkout Technologies,www.prova.com
Progetto_Mr.Rissone,www.prova.com
Sociallibreria,www.prova.com
Govolt,www.prova.com
Innovative Technology to Drive & Control Brushless Motors for Aerial Applications,www.prova.com
Design and construction of pilot plant for gold recovery from PCBs,www.prova.com
Torodyna,www.prova.com
Micro-cogeneration unit based on the ORC technology,www.prova.com
ARETHA - Augmented Reality Heritage,www.prova.com
Pouch cell sealing method for dye-sensitized solar cells and their easy integration with supercapacitor,www.prova.com
Novel Multidirectional Perfusion Cannula,www.prova.com
PROTESO - Personal Protective Exoskeletons,www.prova.com
Innovative wound compressive devices for optimized scar functionality and aesthetics,www.prova.com
SR,www.prova.com
Construction of a plant for deep wood processing,www.prova.com
K4P,www.prova.com
Transactionale/Marlene,www.prova.com
GrapheneUP,www.prova.com
Pandhora,www.prova.com
Audio Rehab Kit for Blind Children,www.prova.com
SetaCHARme,www.prova.com
VENUS-ROBOT-SWARM:  intelligence and distributed perception  in  underwater environment,www.prova.com
NuclideApp,www.prova.com
NWOA,www.prova.com
Efficient DNA/Cas9 delivery into human Organoids,www.prova.com
Trace Research Centre,www.prova.com
"Oper.AI, Perform a sustainable work for a sustainable company",www.prova.com
SPAD arrays as retinal prosthesis,www.prova.com
"CLARE: A Real-Time, Safe, and Secure Software Stack for Artificially-intelligent Cyber-Physical Systems",www.prova.com
WiseSensing: autonomous wireless sensor for structural health monitoring of wind turbine blades,www.prova.com
Advanced resonator biosensor for circulating brain-pathology biomarkers detection (BRAIKER),www.prova.com
Remo – Digital Rehab Assistant,www.prova.com
PuRE-FIL antiPathogen REusable air FILter ,www.prova.com
PCC – Plasma Coagulation Controller,www.prova.com
RoamChain,www.prova.com
FogAtlas - Driving applications through the Fog,www.prova.com
A portable and cyber-attack free True Random Number Generator,www.prova.com
RedCRAB,www.prova.com
SAMS: Smart Anticounterfeiting Multi-Levels Solutions ,www.prova.com
Advanced multifunctional composite bone cements,www.prova.com
MindShield - Next Generation Socially Responsible  User Generated Content Moderation System,www.prova.com
MUltimodal detector for BReast cancer diagnosis and follow up,www.prova.com
CarbonCanaries,www.prova.com
AEQUIP,www.prova.com
The MoonWEC,www.prova.com
Light-Heart,www.prova.com
CYCLOTECH-TD,www.prova.com
SmartRad,www.prova.com
FastSinter,www.prova.com
RAPID 3 (Real-time Active PIxel Dosimeter 3) ,www.prova.com
Relicta - innovation of packaging,www.prova.com
Secure quantum random number generation from quantum processes,www.prova.com
SASKI,www.prova.com
VRVentus,www.prova.com
HU-MOVE,www.prova.com
H2O-E HV Connector,www.prova.com
Genoa Instruments,www.prova.com
ICECALL: a multifunctional tool for emergency calls management,www.prova.com
RETICLE - Wear resistant die - casting dies via laser texturing,www.prova.com
"RaFrBio, a glucose RF biosensor",www.prova.com
RECODE: Rapid Evaluation of upper respiratory circulation based on COmputed tomography and DEep learning,www.prova.com
Bioresorbable Multifunctional fIber device for Theranostics (B-MIT),www.prova.com
Training Box,www.prova.com
Febe,www.prova.com
CarbonCanaries,www.prova.com
"A biodegradable drug-release device to reduce the frequent intraocular injections to one only access in hospital. Mag Shell: when you need, everywhere.",www.prova.com
VSIPMT,www.prova.com
Atmosmart,www.prova.com
Asfer,www.prova.com
Aurea,www.prova.com
Aurora,www.prova.com
Electrospider,www.prova.com
Ishtar,www.prova.com
Potdr,www.prova.com
Wrapp-Up,www.prova.com
Alleantia,www.prova.com
Codemotion,www.prova.com
Virtual Immersions in Science (VIS),www.prova.com
Entando,www.prova.com
Exept,www.prova.com
FI.FF,www.prova.com
Inparadise,www.prova.com
Leaf Space,www.prova.com
iRIP,www.prova.com
FrescoFrigo,www.prova.com
Greenrail,www.prova.com
1ClickFashion ,www.prova.com
Progetto_Canapa medica,www.prova.com
La Vetri,www.prova.com
Onedigit,www.prova.com
Urciuolo Vini,www.prova.com
Frameblok,www.prova.com
Miacar,www.prova.com
Network Intelligence,www.prova.com
Predixit ,www.prova.com
Progetto_odori,www.prova.com
TecnoQuadro,www.prova.com
Backtowork24 ,www.prova.com
Veranu,www.prova.com
Airmobility ,www.prova.com
Virtuoso,www.prova.com
Xnext,www.prova.com
Helbiz,www.prova.com
Pop-Eye Studio,www.prova.com
MATT MORO,www.prova.com
SikeliUP,www.prova.com
Zingales,www.prova.com
3DNextech,www.prova.com
Tulipsmarket,www.prova.com
Stamp,www.prova.com
Breldo,www.prova.com
Progetto Erp,www.prova.com
Assidigital,www.prova.com
Lucky Garage,www.prova.com
Cryptolab Technologies,www.prova.com
Sharengo,www.prova.com
OaCP,www.prova.com
Greater Fool Media,www.prova.com
Progetto_Laura Gialanella,www.prova.com
Pjt Epipoli,www.prova.com
Presto Food,www.prova.com
ONGIGZ,www.prova.com
Adcuratio,www.prova.com
Vaica,www.prova.com
Barang Loteng,www.prova.com
Casa Musicale Brusegan,www.prova.com
Misenum,www.prova.com
LAB Lavanolo,www.prova.com
Progetto_Domenico Altavilla,www.prova.com
Dragonfly,www.prova.com
Worth Wearing,www.prova.com
Progetto_Pneumatici,www.prova.com
Automix,www.prova.com
Inforeground,www.prova.com
WeTaxi,www.prova.com
Colibri,www.prova.com
BookingSpread,www.prova.com
Progetto_Seno,www.prova.com
streaMED.ai,www.prova.com
WonderGene,www.prova.com
EP4,www.prova.com
Relocabroad,www.prova.com
AICube,www.prova.com
Progetto_Brusconi Alfredo,www.prova.com
Sixth Sense2,www.prova.com
Bank Notes,www.prova.com
Ouvert,www.prova.com
HENSHIN,www.prova.com
Myntech ,www.prova.com
MoMoTe,www.prova.com
IAS,www.prova.com
CellDynamics,www.prova.com
Hooro,www.prova.com
MetaFyre,www.prova.com
Luxochain ,www.prova.com
Soccerment,www.prova.com
Matepool,www.prova.com
MAXFONE ,www.prova.com
 SublimArt,www.prova.com
StarTeam,www.prova.com
Progetto_Proscopio Gianluca,www.prova.com
YOUNOM ,www.prova.com
ITALEX,www.prova.com
MORE4MOVE,www.prova.com
Neuroab,www.prova.com
Vincix,www.prova.com
Tripoffering ,www.prova.com
POC_ACCINELLI,www.prova.com
POC_ALBERTINI,www.prova.com
POC_ARCHETTI,www.prova.com
POC_BARBARA,www.prova.com
POC_BARTOLOMEI,www.prova.com
POC_BIANCHINI,www.prova.com
POC_BIONDI,www.prova.com
POC_BONFIGLIOLI,www.prova.com
POC_CALZA',www.prova.com
POC_CAMPARI,www.prova.com
POC_CAVANI,www.prova.com
POC_CERONI,www.prova.com
POC_CIANI,www.prova.com
POC_CORAZZA,www.prova.com
POC_COSTANZO,www.prova.com
POC_CRISTOFOLINI,www.prova.com
POC_DARDARI,www.prova.com
POC_DEMARCHI,www.prova.com
POC_DIFRANCESCO,www.prova.com
POC_DOGHIERI,www.prova.com
POC_FABBRI,www.prova.com
POC_FERRACIN,www.prova.com
POC_FRABONI,www.prova.com
POC_GIACINTIBASCHETTI,www.prova.com
POC_GRANDI,www.prova.com
POC_GREPPI,www.prova.com
POC_GUIDORZI,www.prova.com
POC_LAURIOLA,www.prova.com
POC_MARCELLI,www.prova.com
POC_MAROTTI,www.prova.com
POC_MARTINEZ,www.prova.com
POC_MORANDI,www.prova.com
POC_NERETTI,www.prova.com
POC_PARPINELLO,www.prova.com
POC_RAPINO,www.prova.com
POC_RICCI,www.prova.com
POC_ROSSI,www.prova.com
POC_SAMORI',www.prova.com
POC_SCAVETTA,www.prova.com
POC_TONNI,www.prova.com
POC_VALENTE,www.prova.com
Mille sole,www.prova.com
Startef,www.prova.com
Two Hundred ,www.prova.com
Ciao Natura,www.prova.com
GlassUp3,www.prova.com
VOOVIO,www.prova.com
Italicoon,www.prova.com
Nustox  ,www.prova.com
Great Product,www.prova.com
Progetto_Consulstaff,www.prova.com
Progetto_Carlo Riva,www.prova.com
2Hire,www.prova.com
BagBnb,www.prova.com
Vola in Alto,www.prova.com
Kyme NanoImaging,www.prova.com
Tnet,www.prova.com
Overout,www.prova.com
Cosaporto.it,www.prova.com
Progetto_Liborio Di Bartolomeo ,www.prova.com
Verado,www.prova.com
 The Lepovic Company,www.prova.com
Salvia,www.prova.com
IONEXA,www.prova.com
E-GAP,www.prova.com
Bringme (JoJob),www.prova.com
Music Chains,www.prova.com
ReStore,www.prova.com
Fedemar,www.prova.com
OneWedge,www.prova.com
Mind the Gum,www.prova.com
Boxengo,www.prova.com
Right Food,www.prova.com
Bellerofonte,www.prova.com
